airline,origin,destination,distance_km,month,day_of_week,dep_hour,weather_score,is_holiday_season,delayed,delay_minutes,passengers_booked,seat_capacity,demand_ratio,price_aed
Turkish Airlines,DXB,FRA,4800,3,Fri,21,4.49,False,0,0,269,350,0.771,2865.32
Emirates,DXB,LHR,5500,3,Sat,6,6.63,False,0,0,222,350,0.637,2702.17
Qatar Airways,DXB,SIN,5900,10,Thu,15,6.16,False,1,28,222,350,0.636,2762.09
Turkish Airlines,DXB,JFK,11000,3,Wed,18,6.49,False,0,0,177,350,0.508,3195.71
Turkish Airlines,DXB,LHR,5500,6,Wed,15,3.34,True,0,0,293,350,0.838,3124.03
Qatar Airways,DXB,SIN,5900,3,Tue,12,8.1,False,1,37,170,350,0.488,2445.26
Qatar Airways,DXB,FRA,4800,7,Sun,19,4.15,True,1,64,329,350,0.943,3211.12
Etihad,DXB,NRT,7900,2,Thu,19,5.05,False,1,125,216,350,0.618,3027.65
Qatar Airways,DXB,SIN,5900,1,Sun,12,5.01,True,1,84,330,350,0.944,3423.97
Singapore Airlines,DXB,BKK,4900,3,Sat,15,5.47,False,1,18,221,350,0.632,2600.04
Singapore Airlines,DXB,CDG,5200,3,Thu,3,6.11,False,0,0,338,350,0.968,3338.68
Etihad,DXB,JNB,6400,6,Wed,17,1.55,True,0,0,291,350,0.832,3271.58
Singapore Airlines,DXB,JNB,6400,7,Sat,2,6.71,True,0,0,312,350,0.893,3407.44
Qatar Airways,DXB,JNB,6400,1,Mon,21,6.32,True,0,0,298,350,0.853,3319.0
Emirates,DXB,FRA,4800,10,Wed,22,6.52,False,0,0,157,350,0.451,2219.24
Singapore Airlines,DXB,BOM,1900,3,Fri,13,6.88,False,0,0,218,350,0.625,2126.15
Emirates,DXB,LHR,5500,6,Sun,13,2.66,True,0,0,287,350,0.823,3092.92
Emirates,DXB,BKK,4900,1,Tue,18,5.9,True,0,0,350,350,1.0,3346.2
Emirates,DXB,BOM,1900,4,Mon,4,5.09,False,0,0,239,350,0.685,2226.65
Emirates,DXB,JNB,6400,11,Mon,4,10.0,False,0,0,204,350,0.586,2728.46
Turkish Airlines,DXB,BOM,1900,8,Wed,19,5.42,False,1,19,263,350,0.754,2341.74
Etihad,DXB,NRT,7900,11,Sat,0,6.75,False,0,0,281,350,0.805,3474.71
Emirates,DXB,JFK,11000,8,Sat,15,5.8,False,0,0,277,350,0.793,3982.64
Emirates,DXB,JFK,11000,4,Tue,22,10.0,False,0,0,218,350,0.624,3516.36
Turkish Airlines,DXB,JNB,6400,2,Wed,5,2.83,False,0,0,295,350,0.845,3300.25
Emirates,DXB,JNB,6400,10,Sun,5,8.61,False,0,0,288,350,0.826,3257.99
Turkish Airlines,DXB,SIN,5900,7,Wed,4,4.6,True,0,0,303,350,0.868,3260.5
Emirates,DXB,JFK,11000,3,Fri,22,6.03,False,0,0,239,350,0.683,3679.58
Qatar Airways,DXB,LHR,5500,7,Thu,4,6.87,True,0,0,318,350,0.91,3275.95
Etihad,DXB,JNB,6400,9,Thu,4,5.0,False,0,0,183,350,0.525,2593.91
Qatar Airways,DXB,BOM,1900,3,Wed,10,7.77,False,0,0,242,350,0.693,2239.43
Emirates,DXB,FRA,4800,5,Fri,6,2.46,False,0,0,318,350,0.909,3143.63
Emirates,DXB,LHR,5500,7,Wed,14,4.62,True,1,81,225,350,0.645,2720.07
Emirates,DXB,BKK,4900,3,Wed,9,5.85,False,1,16,220,350,0.631,2598.04
Emirates,DXB,SIN,5900,7,Fri,18,3.99,True,0,0,315,350,0.901,3331.18
Emirates,DXB,JNB,6400,6,Sat,13,6.06,True,0,0,350,350,1.0,3643.2
Qatar Airways,DXB,FRA,4800,3,Thu,21,8.32,False,0,0,225,350,0.644,2609.42
Turkish Airlines,DXB,NRT,7900,11,Sun,10,7.29,False,0,0,261,350,0.747,3336.91
Emirates,DXB,BKK,4900,5,Mon,11,4.28,False,0,0,234,350,0.67,2676.2
Turkish Airlines,DXB,JFK,11000,12,Thu,6,6.76,True,0,0,314,350,0.898,4272.98
British Airways,DXB,BKK,4900,10,Wed,0,5.44,False,0,0,162,350,0.463,2257.36
British Airways,DXB,JNB,6400,8,Tue,14,5.6,False,0,0,269,350,0.771,3137.27
Emirates,DXB,JNB,6400,7,Sat,1,3.81,True,0,0,339,350,0.97,3577.36
Emirates,DXB,NRT,7900,9,Sun,13,7.31,False,0,0,273,350,0.781,3417.56
Singapore Airlines,DXB,BKK,4900,6,Sun,5,5.4,True,0,0,350,350,1.0,3346.2
Singapore Airlines,DXB,CDG,5200,3,Wed,7,6.43,False,0,0,238,350,0.682,2749.24
Singapore Airlines,DXB,BOM,1900,3,Sun,7,6.84,False,0,0,252,350,0.722,2289.28
Emirates,DXB,FRA,4800,5,Sun,7,1.92,False,1,105,308,350,0.882,3088.64
Emirates,DXB,NRT,7900,4,Thu,7,5.55,False,0,0,188,350,0.537,2835.71
Emirates,DXB,BKK,4900,11,Sun,22,8.79,False,0,0,312,350,0.893,3128.67
Emirates,DXB,SYD,12000,5,Wed,11,3.15,False,1,40,225,350,0.644,3727.53
Etihad,DXB,NRT,7900,6,Tue,10,4.54,True,0,0,327,350,0.936,3788.15
Emirates,DXB,BOM,1900,4,Fri,16,8.55,False,0,0,206,350,0.591,2069.27
Qatar Airways,DXB,CDG,5200,1,Mon,20,6.66,True,0,0,257,350,0.737,2862.64
Emirates,DXB,FRA,4800,4,Mon,13,7.33,False,0,0,245,350,0.702,2726.51
Qatar Airways,DXB,NRT,7900,1,Sat,17,5.07,True,1,33,256,350,0.733,3301.45
Etihad,DXB,FRA,4800,6,Thu,6,6.62,True,0,0,254,350,0.726,2774.44
Singapore Airlines,DXB,SYD,12000,7,Fri,12,2.98,True,0,0,346,350,0.99,4721.89
Qatar Airways,DXB,SIN,5900,10,Thu,0,7.53,False,0,0,240,350,0.688,2873.74
Qatar Airways,DXB,LHR,5500,10,Thu,8,5.99,False,0,0,193,350,0.552,2524.99
Emirates,DXB,BKK,4900,8,Mon,6,6.92,False,0,0,216,350,0.618,2570.68
Emirates,DXB,LHR,5500,5,Thu,5,3.8,False,0,0,148,350,0.425,2256.85
Singapore Airlines,DXB,JNB,6400,5,Fri,5,4.35,False,0,0,279,350,0.798,3197.34
Singapore Airlines,DXB,FRA,4800,6,Sun,11,3.0,True,0,0,316,350,0.904,3132.12
Etihad,DXB,BOM,1900,10,Wed,20,7.48,False,0,0,205,350,0.587,2062.64
Emirates,DXB,LHR,5500,12,Wed,20,5.67,True,0,0,350,350,1.0,3465.0
Emirates,DXB,NRT,7900,6,Wed,22,7.37,True,0,0,276,350,0.789,3437.16
Emirates,DXB,JNB,6400,11,Mon,13,4.68,False,0,0,191,350,0.546,2641.06
Emirates,DXB,SYD,12000,9,Sun,15,4.24,False,0,0,260,350,0.745,4017.08
Etihad,DXB,BOM,1900,7,Sun,11,4.86,True,0,0,308,350,0.88,2552.65
Emirates,DXB,BOM,1900,4,Tue,1,5.6,False,0,0,190,350,0.546,1994.34
Qatar Airways,DXB,SIN,5900,7,Wed,21,5.44,True,0,0,294,350,0.841,3202.77
Etihad,DXB,LHR,5500,11,Wed,16,8.11,False,0,0,193,350,0.551,2523.14
Qatar Airways,DXB,JNB,6400,9,Fri,11,4.6,False,0,0,228,350,0.652,2874.91
Turkish Airlines,DXB,JFK,11000,11,Wed,10,6.65,False,1,40,219,350,0.627,3525.38
Emirates,DXB,CDG,5200,11,Thu,22,8.75,False,0,0,186,350,0.532,2439.48
British Airways,DXB,BKK,4900,8,Fri,22,3.53,False,1,21,163,350,0.467,2264.72
Singapore Airlines,DXB,SYD,12000,10,Tue,22,5.01,False,1,77,287,350,0.822,4238.52
Emirates,DXB,FRA,4800,12,Wed,1,4.04,True,0,0,310,350,0.887,3098.19
Qatar Airways,DXB,SYD,12000,6,Sat,4,3.45,True,1,48,229,350,0.656,3760.78
Etihad,DXB,JFK,11000,11,Sat,20,5.54,False,0,0,319,350,0.913,4314.31
Singapore Airlines,DXB,JFK,11000,7,Tue,12,4.08,True,0,0,350,350,1.0,4554.0
Singapore Airlines,DXB,BKK,4900,1,Mon,19,6.9,True,0,0,350,350,1.0,3346.2
Singapore Airlines,DXB,FRA,4800,11,Tue,1,5.84,False,0,0,208,350,0.595,2510.64
Qatar Airways,DXB,LHR,5500,6,Wed,5,6.22,True,1,22,304,350,0.87,3192.27
Etihad,DXB,JNB,6400,7,Tue,9,6.16,True,0,0,325,350,0.931,3490.25
Emirates,DXB,JFK,11000,12,Tue,0,6.73,True,0,0,323,350,0.926,4348.84
Singapore Airlines,DXB,JFK,11000,4,Wed,4,9.69,False,0,0,242,350,0.692,3704.31
Emirates,DXB,NRT,7900,8,Wed,19,8.25,False,1,79,204,350,0.583,2944.42
Turkish Airlines,DXB,BOM,1900,11,Fri,8,8.75,False,0,0,245,350,0.702,2254.64
Singapore Airlines,DXB,JNB,6400,5,Tue,8,5.39,False,0,0,243,350,0.695,2969.36
Turkish Airlines,DXB,FRA,4800,4,Tue,16,8.69,False,0,0,195,350,0.56,2439.13
British Airways,DXB,SIN,5900,10,Thu,2,8.57,False,0,0,181,350,0.518,2509.9
Turkish Airlines,DXB,CDG,5200,12,Fri,22,5.95,True,0,0,291,350,0.833,3061.1
Emirates,DXB,NRT,7900,3,Wed,21,4.79,False,0,0,191,350,0.547,2858.26
Emirates,DXB,SIN,5900,10,Sat,4,6.34,False,0,0,223,350,0.637,2765.19
British Airways,DXB,CDG,5200,5,Thu,10,5.68,False,0,0,265,350,0.758,2905.76
Turkish Airlines,DXB,BOM,1900,5,Tue,19,3.4,False,0,0,263,350,0.754,2341.85
Etihad,DXB,JFK,11000,9,Sun,23,5.54,False,0,0,214,350,0.612,3482.5
Turkish Airlines,DXB,JNB,6400,6,Sun,16,4.95,True,0,0,326,350,0.932,3492.57
Qatar Airways,DXB,BKK,4900,10,Tue,7,8.11,False,0,0,205,350,0.587,2509.55
Emirates,DXB,JFK,11000,11,Fri,11,7.82,False,0,0,270,350,0.772,3923.85
Etihad,DXB,JNB,6400,4,Sun,4,9.51,False,0,0,300,350,0.859,3330.78
Etihad,DXB,BKK,4900,2,Mon,11,7.8,False,0,0,192,350,0.549,2431.59
Turkish Airlines,DXB,SYD,12000,7,Fri,9,5.07,True,0,0,320,350,0.916,4510.04
Singapore Airlines,DXB,LHR,5500,4,Sun,9,8.38,False,0,0,202,350,0.578,2579.42
British Airways,DXB,BKK,4900,1,Fri,13,4.51,True,0,0,350,350,1.0,3346.2
Emirates,DXB,JFK,11000,5,Sat,0,2.94,False,0,0,281,350,0.804,4013.99
Qatar Airways,DXB,FRA,4800,10,Thu,13,7.22,False,0,0,260,350,0.744,2810.83
Singapore Airlines,DXB,SYD,12000,3,Thu,18,2.84,False,0,0,302,350,0.865,4363.47
Singapore Airlines,DXB,NRT,7900,2,Wed,21,5.83,False,0,0,210,350,0.602,2990.65
Etihad,DXB,JNB,6400,8,Sun,5,4.81,False,0,0,199,350,0.569,2691.02
Qatar Airways,DXB,JFK,11000,7,Fri,16,5.67,True,0,0,350,350,1.0,4554.0
Turkish Airlines,DXB,BKK,4900,3,Sat,17,9.51,False,0,0,246,350,0.703,2743.86
Singapore Airlines,DXB,LHR,5500,10,Fri,16,6.2,False,0,0,244,350,0.698,2829.95
Qatar Airways,DXB,JFK,11000,4,Mon,13,7.02,False,0,0,193,350,0.554,3322.1
British Airways,DXB,BOM,1900,3,Thu,1,7.51,False,0,0,157,350,0.451,1836.09
Emirates,DXB,SIN,5900,2,Fri,6,5.72,False,0,0,250,350,0.716,2934.75
Emirates,DXB,BKK,4900,5,Fri,18,6.61,False,0,0,260,350,0.745,2828.22
Etihad,DXB,FRA,4800,3,Fri,22,5.48,False,0,0,262,350,0.75,2823.31
British Airways,DXB,BOM,1900,4,Tue,0,10.0,False,0,0,262,350,0.75,2334.9
Emirates,DXB,BKK,4900,5,Tue,20,7.36,False,1,36,219,350,0.627,2590.35
Qatar Airways,DXB,NRT,7900,9,Sat,20,3.93,False,0,0,254,350,0.726,3285.91
Qatar Airways,DXB,JFK,11000,7,Sat,3,5.05,True,0,0,321,350,0.918,4328.2
Emirates,DXB,NRT,7900,1,Sun,1,7.3,True,0,0,268,350,0.767,3383.59
Etihad,DXB,SYD,12000,6,Mon,21,6.07,True,0,0,326,350,0.933,4558.65
Emirates,DXB,FRA,4800,11,Fri,9,6.35,False,0,0,246,350,0.705,2732.0
Emirates,DXB,JNB,6400,2,Tue,13,4.12,False,0,0,177,350,0.508,2556.79
Qatar Airways,DXB,SIN,5900,5,Mon,5,5.75,False,0,0,287,350,0.822,3161.96
Emirates,DXB,BKK,4900,11,Fri,8,7.81,False,0,0,200,350,0.573,2480.94
Emirates,DXB,FRA,4800,1,Mon,21,0.87,True,0,0,337,350,0.964,3254.52
Emirates,DXB,BOM,1900,4,Tue,15,9.15,False,0,0,276,350,0.79,2401.76
Qatar Airways,DXB,JFK,11000,4,Wed,6,8.32,False,0,0,224,350,0.64,3561.65
Qatar Airways,DXB,LHR,5500,7,Fri,8,4.04,True,0,0,350,350,1.0,3465.0
British Airways,DXB,FRA,4800,2,Thu,11,5.79,False,0,0,167,350,0.477,2272.48
Emirates,DXB,SYD,12000,12,Wed,18,6.47,True,0,0,294,350,0.841,4295.06
Singapore Airlines,DXB,SIN,5900,10,Wed,8,8.5,False,0,0,204,350,0.583,2649.51
Qatar Airways,DXB,SYD,12000,1,Sun,11,4.47,True,0,0,343,350,0.982,4699.59
Emirates,DXB,FRA,4800,2,Fri,16,2.73,False,0,0,227,350,0.649,2619.26
British Airways,DXB,JNB,6400,5,Mon,18,5.81,False,0,0,198,350,0.567,2686.37
Emirates,DXB,BOM,1900,1,Tue,3,3.86,True,1,66,310,350,0.888,2565.5
Singapore Airlines,DXB,JNB,6400,5,Mon,9,4.96,False,0,0,257,350,0.737,3062.39
British Airways,DXB,NRT,7900,9,Tue,19,2.66,False,1,52,215,350,0.616,3023.81
Emirates,DXB,NRT,7900,8,Sat,14,4.68,False,0,0,266,350,0.762,3372.87
Singapore Airlines,DXB,JFK,11000,4,Fri,2,8.51,False,0,0,310,350,0.887,4242.8
British Airways,DXB,SIN,5900,9,Sat,22,2.57,False,1,47,316,350,0.903,3336.47
Turkish Airlines,DXB,BOM,1900,2,Fri,20,5.22,False,1,56,223,350,0.639,2149.6
Emirates,DXB,SIN,5900,3,Fri,2,3.75,False,0,0,273,350,0.782,3076.15
Singapore Airlines,DXB,CDG,5200,12,Wed,8,3.9,True,1,19,277,350,0.793,2978.57
Singapore Airlines,DXB,JNB,6400,8,Fri,15,2.63,False,0,0,224,350,0.641,2850.4
Turkish Airlines,DXB,BOM,1900,11,Fri,23,9.39,False,0,0,211,350,0.605,2094.05
Etihad,DXB,JNB,6400,10,Tue,16,5.59,False,0,0,198,350,0.567,2687.15
British Airways,DXB,BOM,1900,7,Thu,12,3.19,True,0,0,250,350,0.715,2276.33
Emirates,DXB,JNB,6400,3,Thu,6,8.15,False,0,0,201,350,0.575,2704.07
Emirates,DXB,LHR,5500,9,Thu,20,0.68,False,0,0,236,350,0.677,2786.51
Etihad,DXB,SIN,5900,11,Tue,2,7.69,False,0,0,298,350,0.853,3229.46
Etihad,DXB,BOM,1900,1,Wed,12,7.31,True,0,0,238,350,0.681,2220.84
Etihad,DXB,JNB,6400,11,Thu,18,7.09,False,0,0,151,350,0.432,2389.68
Emirates,DXB,FRA,4800,4,Fri,21,7.77,False,1,77,280,350,0.801,2924.58
Emirates,DXB,SYD,12000,6,Tue,13,6.44,True,0,0,304,350,0.87,4377.58
Emirates,DXB,JFK,11000,11,Wed,18,8.87,False,0,0,286,350,0.819,4053.38
Emirates,DXB,BKK,4900,3,Fri,11,8.38,False,0,0,289,350,0.826,2994.22
Turkish Airlines,DXB,BOM,1900,6,Wed,0,6.73,True,0,0,267,350,0.764,2358.25
Etihad,DXB,SYD,12000,11,Sat,13,7.28,False,0,0,276,350,0.791,4149.8
Qatar Airways,DXB,LHR,5500,9,Fri,12,3.85,False,0,0,203,350,0.582,2586.19
Emirates,DXB,BKK,4900,2,Tue,16,5.73,False,0,0,262,350,0.751,2841.05
Emirates,DXB,FRA,4800,9,Sat,22,4.66,False,0,0,252,350,0.722,2766.25
Emirates,DXB,SYD,12000,1,Mon,13,4.52,True,0,0,252,350,0.723,3952.86
Emirates,DXB,SYD,12000,6,Wed,11,0.99,True,0,0,343,350,0.982,4700.05
Etihad,DXB,CDG,5200,7,Thu,1,5.49,True,0,0,302,350,0.866,3128.31
Emirates,DXB,LHR,5500,7,Fri,13,4.02,True,0,0,330,350,0.944,3347.2
Emirates,DXB,NRT,7900,9,Thu,11,4.45,False,0,0,229,350,0.655,3115.33
Singapore Airlines,DXB,JNB,6400,11,Sun,2,4.2,False,0,0,310,350,0.888,3394.8
Emirates,DXB,CDG,5200,11,Fri,7,6.06,False,0,0,249,350,0.714,2815.59
Qatar Airways,DXB,SYD,12000,5,Thu,20,5.08,False,0,0,272,350,0.779,4115.05
Singapore Airlines,DXB,CDG,5200,8,Sat,13,3.94,False,1,44,261,350,0.747,2882.63
Turkish Airlines,DXB,BKK,4900,10,Fri,11,5.53,False,0,0,269,350,0.77,2880.45
Emirates,DXB,JFK,11000,4,Sun,13,6.38,False,0,0,253,350,0.723,3789.54
Emirates,DXB,FRA,4800,2,Sun,4,2.53,False,0,0,254,350,0.727,2776.26
Singapore Airlines,DXB,BOM,1900,7,Sat,6,3.03,True,0,0,254,350,0.727,2297.16
Etihad,DXB,FRA,4800,1,Tue,12,6.57,True,0,0,322,350,0.921,3167.01
Singapore Airlines,DXB,FRA,4800,9,Sat,21,3.55,False,0,0,145,350,0.415,2146.35
Emirates,DXB,NRT,7900,9,Sun,14,4.17,False,0,0,239,350,0.684,3185.18
Singapore Airlines,DXB,FRA,4800,2,Tue,13,6.5,False,0,0,245,350,0.7,2722.01
Etihad,DXB,BKK,4900,3,Tue,13,7.28,False,0,0,238,350,0.681,2700.0
Turkish Airlines,DXB,LHR,5500,9,Mon,11,4.33,False,0,0,193,350,0.552,2524.02
Emirates,DXB,NRT,7900,12,Thu,19,6.19,True,0,0,316,350,0.904,3709.95
Emirates,DXB,JFK,11000,6,Fri,11,3.01,True,1,64,309,350,0.884,4233.12
Etihad,DXB,SIN,5900,2,Mon,15,3.29,False,0,0,293,350,0.837,3194.5
Emirates,DXB,JFK,11000,11,Sat,1,6.91,False,0,0,316,350,0.905,4291.76
Singapore Airlines,DXB,FRA,4800,6,Thu,2,2.79,True,1,60,277,350,0.793,2908.52
Qatar Airways,DXB,BKK,4900,1,Tue,6,4.07,True,0,0,244,350,0.698,2734.63
Emirates,DXB,SIN,5900,8,Wed,0,4.11,False,0,0,195,350,0.559,2596.44
Emirates,DXB,BOM,1900,2,Thu,19,5.76,False,0,0,199,350,0.569,2033.12
Emirates,DXB,BOM,1900,9,Wed,0,6.38,False,0,0,240,350,0.687,2229.6
Emirates,DXB,FRA,4800,6,Tue,5,7.18,True,0,0,329,350,0.942,3209.26
Qatar Airways,DXB,CDG,5200,6,Thu,14,6.63,True,0,0,282,350,0.807,3008.07
Singapore Airlines,DXB,CDG,5200,8,Mon,23,5.18,False,0,0,224,350,0.641,2664.41
British Airways,DXB,SIN,5900,7,Tue,0,4.39,True,1,96,233,350,0.667,2829.57
Turkish Airlines,DXB,LHR,5500,6,Tue,9,5.99,True,0,0,308,350,0.882,3216.75
Singapore Airlines,DXB,SIN,5900,9,Tue,11,3.63,False,0,0,242,350,0.694,2886.66
Emirates,DXB,LHR,5500,12,Wed,23,7.4,True,0,0,313,350,0.896,3246.16
British Airways,DXB,LHR,5500,2,Thu,2,1.57,False,1,22,242,350,0.694,2822.82
Qatar Airways,DXB,FRA,4800,9,Wed,17,8.01,False,0,0,215,350,0.617,2553.64
Singapore Airlines,DXB,BKK,4900,3,Wed,1,8.72,False,0,0,250,350,0.716,2769.33
Emirates,DXB,NRT,7900,9,Tue,9,5.84,False,1,32,287,350,0.821,3513.93
Emirates,DXB,CDG,5200,7,Tue,1,7.3,True,0,0,336,350,0.961,3324.78
Singapore Airlines,DXB,LHR,5500,6,Fri,10,4.95,True,0,0,290,350,0.831,3110.99
Singapore Airlines,DXB,SYD,12000,1,Fri,1,6.91,True,0,0,350,350,1.0,4752.0
Singapore Airlines,DXB,BOM,1900,7,Tue,14,2.24,True,1,26,307,350,0.879,2550.12
Emirates,DXB,JNB,6400,12,Sat,4,7.0,True,0,0,340,350,0.973,3583.74
Qatar Airways,DXB,NRT,7900,5,Sat,6,3.44,False,0,0,250,350,0.714,3257.91
Qatar Airways,DXB,BKK,4900,1,Sun,17,5.31,True,0,0,222,350,0.635,2605.83
Qatar Airways,DXB,FRA,4800,3,Sun,12,5.73,False,0,0,221,350,0.634,2588.37
Qatar Airways,DXB,JFK,11000,2,Wed,20,6.89,False,0,0,169,350,0.483,3127.49
Qatar Airways,DXB,BOM,1900,8,Sat,12,7.6,False,0,0,309,350,0.883,2557.52
Emirates,DXB,JFK,11000,9,Sat,4,4.8,False,1,22,273,350,0.781,3950.1
Turkish Airlines,DXB,CDG,5200,10,Fri,10,7.33,False,0,0,193,350,0.553,2483.72
Turkish Airlines,DXB,NRT,7900,12,Wed,5,5.33,True,0,0,293,350,0.84,3556.96
Emirates,DXB,BOM,1900,8,Mon,22,5.44,False,0,0,206,350,0.59,2067.56
Etihad,DXB,CDG,5200,1,Sun,22,2.65,True,0,0,268,350,0.768,2926.29
Emirates,DXB,NRT,7900,9,Tue,16,6.5,False,0,0,218,350,0.625,3043.64
Emirates,DXB,BOM,1900,6,Fri,15,3.5,True,1,32,350,350,1.0,2752.2
Qatar Airways,DXB,JNB,6400,12,Mon,5,6.72,True,0,0,251,350,0.718,3020.89
British Airways,DXB,NRT,7900,2,Thu,11,6.48,False,0,0,168,350,0.48,2699.51
Qatar Airways,DXB,BKK,4900,9,Sun,18,4.85,False,0,0,275,350,0.788,2916.3
Emirates,DXB,SYD,12000,3,Mon,2,7.17,False,0,0,190,350,0.544,3438.62
Emirates,DXB,SYD,12000,5,Sun,15,7.44,False,0,0,242,350,0.693,3866.83
Emirates,DXB,NRT,7900,3,Fri,14,8.37,False,0,0,200,350,0.573,2921.67
Emirates,DXB,FRA,4800,11,Thu,16,5.81,False,0,0,154,350,0.44,2197.75
Emirates,DXB,LHR,5500,1,Sun,23,4.05,True,0,0,247,350,0.706,2847.12
Turkish Airlines,DXB,FRA,4800,3,Thu,17,5.95,False,0,0,198,350,0.568,2454.57
Etihad,DXB,SIN,5900,1,Wed,21,5.07,True,0,0,350,350,1.0,3544.2
Emirates,DXB,BOM,1900,11,Wed,21,8.72,False,1,95,227,350,0.65,2167.95
Emirates,DXB,JFK,11000,4,Wed,2,8.51,False,0,0,183,350,0.525,3241.66
Emirates,DXB,SIN,5900,5,Tue,4,4.73,False,0,0,194,350,0.556,2591.41
Qatar Airways,DXB,FRA,4800,10,Mon,5,8.0,False,0,0,237,350,0.678,2677.32
Emirates,DXB,JNB,6400,2,Wed,22,2.97,False,0,0,211,350,0.605,2770.15
Qatar Airways,DXB,JFK,11000,5,Fri,8,3.5,False,0,0,221,350,0.632,3537.73
British Airways,DXB,BOM,1900,7,Fri,11,3.89,True,1,60,309,350,0.885,2560.56
Emirates,DXB,BOM,1900,2,Tue,17,5.81,False,0,0,193,350,0.553,2007.41
Emirates,DXB,SYD,12000,7,Sun,9,5.92,True,1,67,326,350,0.932,4555.38
Singapore Airlines,DXB,CDG,5200,12,Tue,18,6.88,True,0,0,312,350,0.893,3184.08
Singapore Airlines,DXB,NRT,7900,1,Sun,22,3.31,True,0,0,302,350,0.865,3618.07
Singapore Airlines,DXB,NRT,7900,3,Mon,9,5.22,False,0,0,277,350,0.793,3446.67
Etihad,DXB,JFK,11000,10,Mon,11,7.06,False,0,0,229,350,0.656,3604.79
Emirates,DXB,FRA,4800,2,Sat,19,4.94,False,0,0,330,350,0.945,3215.38
Etihad,DXB,SYD,12000,7,Mon,3,3.85,True,0,0,269,350,0.77,4088.2
Singapore Airlines,DXB,LHR,5500,6,Fri,22,3.12,True,1,56,311,350,0.891,3236.62
Singapore Airlines,DXB,JNB,6400,12,Thu,21,4.9,True,0,0,306,350,0.876,3369.09
Qatar Airways,DXB,BOM,1900,5,Mon,16,1.37,False,0,0,230,350,0.66,2184.74
Singapore Airlines,DXB,JFK,11000,3,Mon,5,8.74,False,0,0,272,350,0.777,3939.75
Etihad,DXB,SIN,5900,3,Fri,13,8.35,False,0,0,222,350,0.635,2760.48
Etihad,DXB,JFK,11000,4,Mon,19,9.04,False,0,0,302,350,0.864,4177.77
Qatar Airways,DXB,NRT,7900,2,Wed,22,5.3,False,1,48,125,350,0.359,2410.52
Singapore Airlines,DXB,SIN,5900,5,Sat,17,4.11,False,1,23,286,350,0.818,3152.69
Singapore Airlines,DXB,JFK,11000,5,Tue,4,3.56,False,0,0,207,350,0.592,3426.93
Emirates,DXB,SYD,12000,3,Sun,2,7.88,False,0,0,283,350,0.809,4201.43
Emirates,DXB,LHR,5500,3,Sun,23,9.5,False,0,0,310,350,0.887,3227.6
Emirates,DXB,CDG,5200,6,Sat,8,5.4,True,1,34,311,350,0.89,3179.12
British Airways,DXB,CDG,5200,9,Wed,1,6.53,False,0,0,270,350,0.771,2933.83
Etihad,DXB,BOM,1900,5,Mon,10,5.98,False,0,0,268,350,0.768,2365.34
Emirates,DXB,JFK,11000,7,Fri,3,3.55,True,1,22,332,350,0.951,4417.42
Emirates,DXB,JFK,11000,8,Sun,21,5.34,False,0,0,242,350,0.692,3703.52
Emirates,DXB,LHR,5500,2,Wed,4,2.76,False,0,0,240,350,0.687,2806.87
Turkish Airlines,DXB,FRA,4800,2,Mon,12,4.42,False,0,0,173,350,0.495,2308.43
Etihad,DXB,JNB,6400,10,Mon,10,8.39,False,0,0,197,350,0.564,2679.49
Singapore Airlines,DXB,BKK,4900,7,Wed,1,4.08,True,0,0,290,350,0.829,2999.35
Turkish Airlines,DXB,JNB,6400,4,Sun,11,9.3,False,0,0,272,350,0.78,3157.1
Etihad,DXB,JNB,6400,10,Fri,5,9.03,False,0,0,271,350,0.775,3146.86
British Airways,DXB,CDG,5200,8,Mon,20,5.12,False,0,0,269,350,0.769,2928.54
Qatar Airways,DXB,FRA,4800,4,Fri,7,8.41,False,1,18,230,350,0.659,2638.84
Singapore Airlines,DXB,BOM,1900,9,Wed,19,7.38,False,0,0,260,350,0.744,2324.47
Emirates,DXB,LHR,5500,6,Fri,20,4.28,True,0,0,325,350,0.93,3317.2
Qatar Airways,DXB,JFK,11000,12,Sun,23,5.78,True,0,0,337,350,0.964,4454.13
Emirates,DXB,JNB,6400,2,Wed,0,5.01,False,0,0,239,350,0.684,2946.21
Qatar Airways,DXB,BKK,4900,10,Wed,5,7.89,False,0,0,241,350,0.689,2714.79
Singapore Airlines,DXB,FRA,4800,11,Mon,13,7.83,False,0,0,222,350,0.636,2592.98
Emirates,DXB,SIN,5900,10,Sat,19,8.15,False,0,0,221,350,0.634,2757.5
Qatar Airways,DXB,JFK,11000,11,Fri,7,8.53,False,0,0,241,350,0.691,3700.62
Singapore Airlines,DXB,SYD,12000,7,Wed,3,3.54,True,0,0,276,350,0.789,4145.2
Emirates,DXB,LHR,5500,12,Tue,23,3.53,True,0,0,274,350,0.783,3009.82
British Airways,DXB,CDG,5200,8,Fri,12,5.46,False,0,0,263,350,0.752,2893.34
Etihad,DXB,NRT,7900,3,Sun,16,8.32,False,0,0,228,350,0.653,3112.16
British Airways,DXB,CDG,5200,2,Sun,15,6.25,False,1,76,265,350,0.759,2908.83
Emirates,DXB,SIN,5900,10,Wed,9,7.31,False,1,19,220,350,0.629,2746.98
